PropertyTimestampInNumber,CoolOutputPercent,MixedAirTemp,OutdoorAirDamperMinPositionActive,OutdoorAirDamperOutput,OutdoorAirEnthalpyReference,SpaceRelativeHumidityActive,SpaceTemp,SupplyAirPress,SupplyAirPressSetpoint,SupplyAirTemp,SupplyAirTempSetpoint,SupplyFanSpeedOutput
20160525184500,47.15,74.4482,15.0,15.0,40.0639,61.9138,91.964,1.2084,1.2,56.6625,57.0,84.23
20160525190000,47.15,74.4482,15.0,15.0,40.101,61.9138,91.964,1.2043,1.2,56.6625,57.0,84.23
20160525191500,47.15,73.6202,15.0,15.0,39.8076,61.9138,91.964,1.1883,1.2,56.6625,57.0,84.23
20160525193000,45.61,73.6202,15.0,15.0,39.5667,61.273,91.964,1.1883,1.2,56.6625,57.0,84.23
20160525194500,45.61,72.8821,15.0,15.0,39.2863,59.8997,90.9919,1.112,1.2,57.3825,57.0,85.51
20160525200000,45.61,72.8821,15.0,15.0,38.9433,60.6321,90.9919,1.124,1.2,57.3825,57.0,85.51
20160525201500,45.61,72.072,15.0,15.0,39.1318,60.6321,90.9919,1.124,1.2,57.3825,57.0,85.51
20160525203000,45.61,72.072,15.0,15.0,38.9318,60.6321,90.9919,1.12,1.2,57.3825,57.0,85.51
20160525204500,45.61,72.072,15.0,15.0,38.9191,60.6321,90.9919,1.116,1.2,57.3825,57.0,85.51
20160525210000,48.545,72.072,15.0,15.0,39.0756,60.6321,90.9919,1.112,1.2,57.3825,57.0,85.51
20160525211500,48.545,71.3339,15.0,15.0,38.9464,58.2517,90.9919,1.112,1.2,57.3825,57.0,85.51
20160525213000,48.545,71.3339,15.0,15.0,39.0525,60.4795,92.144,1.108,1.2,57.3825,57.0,85.51
20160525214500,48.545,71.3339,15.0,15.0,39.091,60.4795,92.144,1.104,1.2,57.3825,57.0,86.515
20160525220000,48.545,71.3339,15.0,15.0,39.0605,60.4795,90.7759,1.104,1.2,57.3825,57.0,86.515
20160525221500,48.545,70.5059,15.0,15.0,38.9284,60.4795,90.7759,1.108,1.2,57.3825,57.0,86.515
20160525223000,48.545,70.5059,15.0,15.0,39.1592,60.4795,90.7759,1.112,1.2,57.3825,57.0,86.515
20160525224500,48.545,70.5059,15.0,15.0,39.1889,60.4795,90.7759,1.1642,1.2,57.3825,57.0,86.515
20160525230000,48.545,70.5059,15.0,15.0,39.148,60.4795,90.7759,1.2084,1.2,57.3825,57.0,86.515
20160525231500,38.105,70.5059,15.0,15.0,39.1033,60.4795,90.7759,1.2244,1.2,57.3825,57.0,75.365
20160525233000,38.105,70.5059,15.0,15.0,39.0352,60.4795,90.7759,1.1923,1.2,57.3825,57.0,75.365
20160525234500,38.105,70.5059,15.0,15.0,39.0352,60.4795,90.7759,1.1843,1.2,57.3825,57.0,75.365
20160526000000,38.105,70.5059,15.0,15.0,38.986,60.4795,90.7759,1.1802,1.2,57.3825,57.0,75.365
20160526001500,38.105,70.5059,15.0,15.0,38.986,59.3504,90.7759,1.1562,1.2,57.3825,57.0,75.365
20160526003000,38.105,70.5059,15.0,15.0,39.0709,59.3504,90.7759,1.1361,1.2,57.3825,57.0,75.365
20160526004500,38.105,70.5059,15.0,15.0,38.9329,59.3504,90.7759,1.12,1.2,57.3825,57.0,75.365
20160526010000,38.105,70.5059,15.0,15.0,38.9329,60.1133,90.7759,1.116,1.2,57.3825,57.0,75.365
20160526011500,38.105,70.5059,15.0,15.0,38.9329,60.1133,90.7759,1.12,1.2,57.3825,57.0,75.365
20160526013000,38.105,70.5059,15.0,15.0,38.9329,60.1133,90.7759,1.112,1.2,57.3825,57.0,75.365
20160526014500,38.105,70.5059,15.0,15.0,38.9329,60.1133,90.7759,1.108,1.2,57.3825,57.0,75.365
20160526020000,38.105,70.5059,15.0,15.0,38.9329,59.1673,90.7759,1.112,1.2,57.3825,57.0,75.365
20160526021500,38.105,70.5059,15.0,15.0,38.9329,59.1673,90.7759,1.116,1.2,57.3825,57.0,75.365
20160526023000,38.105,70.5059,15.0,15.0,38.9329,59.1673,90.7759,1.124,1.2,57.3825,57.0,75.365
20160526024500,38.105,70.5059,15.0,15.0,38.9329,59.7776,90.7759,1.124,1.2,57.3825,57.0,75.365
20160526030000,38.105,70.5059,15.0,15.0,38.9329,59.7776,90.7759,1.112,1.2,57.3825,57.0,77.705
20160526031500,38.105,70.5059,15.0,15.0,38.9329,59.7776,90.7759,1.1521,1.2,57.3825,57.0,77.705
20160526033000,38.105,69.6778,15.0,15.0,38.9329,59.7776,90.7759,1.1802,1.2,57.3825,57.0,77.705
20160526034500,38.105,69.6778,15.0,15.0,38.9329,59.7776,91.712,1.1963,1.2,57.3825,57.0,77.705
20160526040000,38.105,69.6778,15.0,15.0,38.9329,60.51,91.712,1.104,1.2,57.3825,57.0,79.51
20160526041500,38.105,69.6778,15.0,15.0,38.9329,59.1673,91.712,1.108,1.2,57.3825,57.0,79.51
20160526043000,43.19,69.6778,15.0,15.0,38.9329,57.9771,91.712,1.1843,1.2,56.6085,57.0,79.51
20160526044500,39.85,68.8497,15.0,15.0,38.9329,57.9771,91.712,1.2164,1.2,56.6085,57.0,79.51
20160526050000,39.85,68.8497,15.0,15.0,38.9329,58.679,91.712,1.2244,1.2,56.6085,57.0,79.51
20160526051500,39.85,68.8497,15.0,15.0,37.7646,58.679,91.712,1.2204,1.2,56.6085,57.0,79.51
20160526053000,39.85,68.8497,15.0,15.0,37.7646,59.503,91.712,1.2164,1.2,56.6085,57.0,79.51
20160526054500,39.85,68.8497,15.0,15.0,37.6246,59.503,91.712,1.2244,1.2,56.6085,57.0,79.51
20160526060000,39.85,68.8497,15.0,15.0,37.6246,59.503,91.712,1.2164,1.2,56.6085,57.0,79.51
20160526061500,39.85,68.8497,15.0,15.0,37.6246,58.4959,91.712,1.2244,1.2,56.6085,57.0,79.51
20160526063000,39.85,68.8497,15.0,15.0,37.6246,58.4959,91.712,1.1843,1.2,56.6085,57.0,79.51
20160526064500,39.85,68.8497,15.0,15.0,37.6246,57.3057,91.712,1.2324,1.2,56.6085,57.0,79.51
20160526070000,39.85,68.8497,15.0,15.0,37.6246,57.3057,91.712,1.2405,1.2,56.6085,57.0,79.51
20160526071500,45.45,68.8497,15.0,15.0,37.6246,57.3057,90.6499,1.2485,1.2,56.6085,57.0,79.51
20160526073000,47.475,68.8497,15.0,15.0,37.6246,59.564,90.6499,1.104,1.2,56.6085,57.0,83.07
20160526074500,47.475,69.9478,15.0,15.0,37.6246,59.564,90.6499,1.108,1.2,56.6085,57.0,83.07
20160526080000,47.475,69.9478,15.0,15.0,39.0368,59.564,90.6499,1.124,1.2,56.6085,57.0,83.07
20160526081500,47.475,69.9478,15.0,15.0,39.1798,59.564,90.6499,1.1361,1.2,56.6085,57.0,83.07
20160526083000,47.475,70.6859,15.0,15.0,39.8232,58.5569,90.6499,1.1441,1.2,57.3825,57.0,83.07
20160526084500,48.45,70.6859,15.0,15.0,39.9586,58.5569,90.6499,1.1682,1.2,57.3825,57.0,83.07
20160526090000,48.45,70.6859,15.0,15.0,40.0048,58.5569,90.6499,1.2244,1.2,57.3825,57.0,83.07
20160526091500,48.45,70.6859,15.0,15.0,40.2848,58.5569,90.6499,1.2565,1.2,57.3825,57.0,83.07
20160526093000,48.45,70.6859,15.0,15.0,40.3566,58.5569,90.6499,1.2927,1.2,57.3825,57.0,83.07
20160526094500,48.45,70.6859,15.0,15.0,40.3638,58.5569,90.6499,1.2927,1.2,56.5725,57.0,81.69
20160526100000,44.385,70.6859,15.0,15.0,40.1276,59.2893,90.6499,1.2967,1.2,56.5725,57.0,81.69
20160526101500,42.56,70.6859,15.0,15.0,40.1276,59.2893,90.6499,1.2886,1.2,57.1485,57.0,80.44
20160526103000,42.56,70.6859,15.0,15.0,39.7683,59.2893,90.6499,1.2927,1.2,57.1485,57.0,80.44
20160526104500,42.56,71.4239,15.0,15.0,39.7683,59.2893,90.6499,1.2846,1.2,57.1485,57.0,80.44
20160526110000,42.56,71.4239,15.0,15.0,39.9797,59.2893,90.6499,1.2806,1.2,57.1485,57.0,80.44
20160526111500,45.71,71.4239,15.0,15.0,40.4318,58.0686,90.6499,1.0678,1.2,57.1485,57.0,81.69
20160526113000,48.96,71.4239,15.0,15.0,40.4454,57.4278,90.6499,1.1,1.2,57.1485,57.0,81.69
20160526114500,48.96,71.4239,15.0,15.0,39.8772,57.4278,90.6499,1.112,1.2,57.1485,57.0,81.69
20160526120000,48.96,71.4239,15.0,15.0,40.6356,58.8011,89.5518,1.116,1.2,57.1485,57.0,81.69
20160526121500,48.96,71.4239,15.0,15.0,40.25,59.6861,89.5518,1.1281,1.2,57.1485,57.0,81.69
20160526123000,48.96,71.4239,15.0,15.0,40.0556,60.8152,89.5518,1.124,1.2,57.1485,57.0,81.69
20160526124500,46.58,71.4239,15.0,15.0,40.3021,61.5781,88.6517,1.12,1.2,57.1485,57.0,81.69
20160526130000,46.58,71.4239,15.0,15.0,40.166,61.5781,88.6517,1.12,1.2,57.1485,57.0,81.69
20160526131500,45.04,72.162,15.0,15.0,40.4254,62.28,88.6517,1.12,1.2,57.1485,57.0,81.69
20160526133000,45.04,72.162,15.0,15.0,39.8276,62.28,88.6517,1.12,1.2,57.1485,57.0,81.69
20160526134500,45.04,72.162,15.0,15.0,40.5939,63.2566,88.6517,1.12,1.2,57.1485,57.0,81.69
20160526140000,45.04,72.162,15.0,15.0,40.1036,63.2566,88.6517,1.12,1.2,57.1485,57.0,81.69
20160526141500,45.04,72.162,15.0,15.0,40.7555,64.1721,88.6517,1.124,1.2,57.1485,57.0,81.69
20160526143000,45.04,72.162,15.0,15.0,39.573,64.1721,88.6517,1.124,1.2,57.1485,57.0,81.69
20160526144500,45.04,72.162,15.0,15.0,39.7791,65.0266,88.6517,1.1281,1.2,57.1485,57.0,81.69
20160526150000,42.37,72.162,15.0,15.0,39.8383,65.0266,88.6517,1.1441,1.2,57.1485,57.0,81.69
20160526151500,42.37,72.162,15.0,15.0,39.5143,62.8294,88.6517,1.1361,1.2,57.1485,57.0,81.69
20160526153000,42.37,72.162,15.0,15.0,39.424,64.3858,88.6517,1.1642,1.2,57.1485,57.0,81.69
20160526154500,47.355,72.162,15.0,15.0,38.777,64.3858,87.1935,1.1642,1.2,57.1485,57.0,81.69
20160526160000,47.355,71.4239,15.0,15.0,38.9846,65.9727,87.1935,1.1321,1.2,57.1485,57.0,81.69
20160526161500,45.525,71.4239,15.0,15.0,38.9846,65.9727,87.1935,1.1562,1.2,57.1485,57.0,81.69
20160526163000,45.525,71.4239,15.0,15.0,39.397,66.9187,87.1935,1.124,1.2,57.1485,57.0,81.69
20160526164500,45.525,71.4239,15.0,15.0,38.5232,66.9187,87.1935,1.1361,1.2,57.1485,57.0,81.69
20160526170000,45.525,71.4239,15.0,15.0,38.8917,67.6816,87.1935,1.12,1.2,57.1485,57.0,81.69
20160526171500,45.525,71.4239,15.0,15.0,39.5269,67.6816,87.1935,1.112,1.2,57.1485,57.0,81.69
20160526173000,45.525,71.4239,15.0,15.0,39.01,67.6816,87.1935,1.1361,1.2,57.1485,57.0,81.69
20160526174500,41.75,71.4239,15.0,15.0,38.7734,67.6816,87.1935,1.1321,1.2,57.1485,57.0,81.69
20160526180000,43.235,71.4239,15.0,15.0,38.745,67.6816,87.1935,1.1281,1.2,57.1485,57.0,81.69
20160526181500,43.235,71.4239,15.0,15.0,38.5645,68.5361,87.1935,1.116,1.2,57.1485,57.0,81.69
20160526183000,46.135,70.6859,15.0,15.0,38.5154,68.5361,87.1935,1.104,1.2,57.1485,57.0,82.755
20160526184500,46.135,70.6859,15.0,15.0,38.515,68.5361,87.1935,1.104,1.2,57.1485,57.0,83.6
20160526190000,46.135,70.6859,15.0,15.0,38.5728,68.5361,87.1935,1.104,1.2,57.1485,57.0,83.6
20160526191500,46.135,70.6859,15.0,15.0,38.4485,68.5361,87.1935,1.104,1.2,57.1485,57.0,83.6
20160526193000,46.135,70.6859,15.0,15.0,38.3145,68.5361,87.1935,1.104,1.2,57.1485,57.0,84.63
20160526194500,46.135,69.9478,15.0,15.0,38.3639,68.5361,87.1935,1.108,1.2,57.1485,57.0,84.63
20160526200000,46.135,69.1377,15.0,15.0,38.3467,68.5361,87.1935,1.116,1.2,57.1485,57.0,84.63
20160526201500,46.135,69.1377,15.0,15.0,38.4538,68.5361,87.1935,1.112,1.2,57.1485,57.0,84.63
20160526203000,46.135,69.1377,15.0,15.0,38.236,68.5361,87.1935,1.112,1.2,57.1485,57.0,84.63
20160526204500,46.135,69.1377,15.0,15.0,38.1068,68.5361,87.1935,1.104,1.2,57.1485,57.0,84.63
20160526210000,46.135,69.1377,15.0,15.0,38.2716,68.5361,87.1935,1.104,1.2,57.1485,57.0,84.63
20160526211500,46.135,69.1377,15.0,15.0,38.5009,68.5361,87.1935,1.112,1.2,57.1485,57.0,84.63
20160526213000,46.135,69.1377,15.0,15.0,38.3698,68.5361,87.1935,1.116,1.2,57.1485,57.0,84.63
20160526214500,46.135,69.1377,15.0,15.0,38.2386,68.5361,87.1935,1.12,1.2,57.1485,57.0,84.63
20160526220000,46.135,69.1377,15.0,15.0,38.3338,68.5361,87.1935,1.124,1.2,57.1485,57.0,84.63
20160526221500,36.275,68.3996,15.0,15.0,38.3338,68.5361,87.1935,1.2806,1.2,57.1485,57.0,76.99
20160526223000,36.275,68.3996,15.0,15.0,38.3606,69.2991,87.1935,1.2726,1.2,57.1485,57.0,76.99
20160526224500,36.275,68.3996,15.0,15.0,38.2274,69.2991,87.1935,1.2686,1.2,57.1485,57.0,76.99
20160526230000,36.275,68.3996,15.0,15.0,38.3173,69.2991,87.1935,1.2646,1.2,57.1485,57.0,76.99
20160526231500,36.275,68.3996,15.0,15.0,38.1832,69.2991,87.1935,1.2646,1.2,57.1485,57.0,76.99
20160526233000,36.275,68.3996,15.0,15.0,38.27,69.2991,87.1935,1.2646,1.2,57.1485,57.0,76.99
20160526234500,36.275,68.3996,15.0,15.0,38.2025,69.2991,87.1935,1.2605,1.2,57.1485,57.0,76.99
20160527000000,36.275,68.3996,15.0,15.0,38.2869,69.2991,87.1935,1.2565,1.2,57.1485,57.0,76.99
20160527001500,36.275,68.3996,15.0,15.0,38.1508,69.2991,87.1935,1.2525,1.2,57.1485,57.0,76.99
20160527003000,36.275,68.3996,15.0,15.0,38.1508,69.2991,87.1935,1.2485,1.2,57.1485,57.0,76.99
20160527004500,36.275,68.3996,15.0,15.0,38.3693,69.2991,87.1935,1.2405,1.2,57.1485,57.0,76.99
20160527010000,41.86,68.3996,15.0,15.0,38.2322,69.2991,87.1935,1.2365,1.2,57.1485,57.0,76.99
20160527011500,41.86,68.3996,15.0,15.0,38.2322,69.2991,87.1935,1.2806,1.2,57.1485,57.0,76.99
20160527013000,41.86,68.3996,15.0,15.0,38.2322,69.2991,87.1935,1.2886,1.2,57.1485,57.0,76.99
20160527014500,40.44,68.3996,15.0,15.0,38.2322,69.2991,87.1935,1.2846,1.2,57.1485,57.0,76.99
20160527020000,40.44,68.3996,15.0,15.0,38.2322,69.2991,87.1935,1.2927,1.2,57.1485,57.0,76.99
20160527021500,40.44,68.3996,15.0,15.0,38.0952,69.2991,87.1935,1.2927,1.2,56.5725,57.0,76.99
20160527023000,36.375,68.3996,15.0,15.0,38.0952,70.123,87.1935,1.2886,1.2,56.5725,57.0,76.99
20160527024500,36.375,67.6616,15.0,15.0,37.8787,70.123,87.1935,1.2806,1.2,56.5725,57.0,76.99
20160527030000,36.375,67.6616,15.0,15.0,37.8896,70.123,87.1935,1.2846,1.2,56.5725,57.0,76.99
20160527031500,34.695,67.6616,15.0,15.0,37.7525,70.123,87.1935,1.2886,1.2,56.5725,57.0,75.69
20160527033000,34.695,67.6616,15.0,15.0,37.6155,70.123,87.1935,1.2886,1.2,56.5725,57.0,75.69
20160527034500,34.695,67.6616,15.0,15.0,37.4784,71.0081,87.1935,1.2806,1.2,56.5725,57.0,75.69
20160527040000,34.695,67.6616,15.0,15.0,37.4099,71.0081,87.1935,1.2766,1.2,56.5725,57.0,75.69
20160527041500,34.695,67.6616,15.0,15.0,37.2728,71.0081,87.1935,1.1843,1.2,56.5725,57.0,75.69
20160527043000,34.695,67.6616,15.0,15.0,37.1358,71.0081,87.1935,1.1762,1.2,56.5725,57.0,75.69
20160527044500,49.645,67.6616,15.0,15.0,36.7901,71.0081,87.1935,1.1642,1.2,57.7966,57.0,75.69
20160527050000,36.695,66.9415,15.0,15.0,36.654,71.0081,86.2034,1.1562,1.2,57.0225,57.0,75.69
20160527051500,36.695,66.9415,15.0,15.0,36.586,71.0081,86.2034,1.1521,1.2,57.0225,57.0,75.69
20160527053000,36.695,66.9415,15.0,15.0,36.7932,71.0081,85.1953,1.1481,1.2,57.0225,57.0,75.69
20160527054500,38.435,66.9415,15.0,15.0,36.7932,71.0081,85.1953,1.1521,1.2,57.0225,57.0,75.69
20160527060000,38.435,66.9415,15.0,15.0,36.8623,71.7405,85.1953,1.1521,1.2,57.0225,57.0,75.69
20160527061500,38.435,66.9415,15.0,15.0,36.8623,71.7405,85.1953,1.1481,1.2,57.0225,57.0,75.69
20160527063000,38.435,66.9415,15.0,15.0,36.9294,71.7405,85.1953,1.1602,1.2,57.0225,57.0,75.69
20160527064500,38.435,66.9415,15.0,15.0,36.9294,71.7405,85.1953,1.1562,1.2,57.0225,57.0,75.69
20160527070000,38.435,66.9415,15.0,15.0,36.9294,71.7405,85.1953,1.1642,1.2,57.0225,57.0,75.69
20160527071500,40.845,66.9415,15.0,15.0,37.2746,71.7405,85.1953,1.104,1.2,57.0225,57.0,77.11
20160527073000,40.845,67.7516,15.0,15.0,37.4846,71.7405,85.1953,1.112,1.2,57.0225,57.0,77.11
20160527074500,40.845,68.4897,15.0,15.0,37.7646,71.7405,86.2034,1.108,1.2,57.0225,57.0,77.11
20160527080000,42.905,69.2277,15.0,15.0,38.0446,71.0081,86.2034,0.8832,1.2,57.6346,57.0,82.225
20160527081500,51.62,69.2277,15.0,15.0,38.0416,71.0081,87.1935,1.124,1.2,57.0225,57.0,88.77
20160527083000,51.62,69.2277,15.0,15.0,38.3197,68.6582,88.2016,1.12,1.2,57.0225,57.0,88.77
20160527084500,51.62,69.2277,15.0,15.0,38.4587,68.6582,88.2016,1.1281,1.2,57.0225,57.0,88.77
20160527090000,51.62,69.2277,15.0,15.0,38.3117,67.6816,88.2016,1.1361,1.2,57.0225,57.0,88.77
20160527091500,51.62,69.2277,15.0,15.0,38.4497,66.9187,89.2097,1.2164,1.2,57.0225,57.0,88.77
20160527093000,51.62,70.3258,15.0,15.0,38.2322,65.9116,89.2097,1.2846,1.2,57.0225,57.0,88.77
20160527094500,51.62,70.3258,15.0,15.0,38.1508,65.0877,89.2097,1.2646,1.2,57.0225,57.0,88.77
20160527100000,51.62,70.3258,15.0,15.0,38.2025,65.0877,89.2097,1.2726,1.2,57.0225,57.0,88.77
20160527101500,51.62,70.3258,15.0,15.0,38.27,65.0877,89.2097,1.2766,1.2,57.0225,57.0,88.77
20160527103000,51.62,70.3258,15.0,15.0,38.1357,62.6463,87.3195,1.2726,1.2,57.0225,57.0,88.77
20160527104500,51.62,70.3258,15.0,15.0,38.1357,66.3389,86.1134,1.2967,1.2,57.0225,57.0,88.77
20160527110000,53.76,70.3258,15.0,15.0,37.9108,66.3389,86.1134,1.3167,1.2,57.0225,57.0,85.57
20160527111500,42.24,71.4239,15.0,15.0,38.1357,66.3389,86.1134,1.2605,1.2,57.0225,57.0,76.235
20160527113000,47.91,71.4239,15.0,15.0,38.8572,67.1323,86.1134,1.2244,1.2,57.0225,57.0,76.235
20160527114500,50.52,72.162,15.0,15.0,38.8572,64.9656,86.1134,1.2164,1.2,57.0225,57.0,76.235
20160527120000,56.265,72.162,15.0,15.0,39.3736,65.9727,86.1134,1.1802,1.2,57.0225,57.0,76.235
20160527121500,39.085,72.162,15.0,15.0,39.4415,65.9727,86.1134,1.116,1.2,57.0225,57.0,76.235
20160527123000,40.7,72.162,15.0,15.0,38.9464,65.9727,86.1134,1.116,1.2,57.0225,57.0,76.235
20160527124500,40.7,72.162,15.0,15.0,38.9433,65.9727,86.1134,1.112,1.2,57.0225,57.0,76.235
20160527130000,38.05,72.162,15.0,15.0,38.4442,67.0408,86.1134,1.116,1.2,57.0225,57.0,76.235
20160527131500,38.05,72.9721,15.0,15.0,38.7734,67.0408,86.1134,1.1281,1.2,57.0225,57.0,76.235
20160527133000,47.81,72.9721,15.0,15.0,38.7142,67.0408,86.1134,1.1281,1.2,57.0225,57.0,86.64
20160527134500,47.81,72.9721,15.0,15.0,38.517,68.2004,86.1134,1.1401,1.2,57.0225,57.0,86.64
20160527140000,47.81,72.9721,15.0,15.0,38.4655,67.2239,86.1134,1.1441,1.2,57.0225,57.0,86.64
20160527141500,47.81,72.9721,15.0,15.0,37.7405,67.2239,86.1134,1.1401,1.2,57.0225,57.0,86.64
20160527143000,47.81,72.9721,15.0,15.0,38.3502,67.2239,86.1134,1.12,1.2,57.0225,57.0,86.64
20160527144500,47.81,72.9721,15.0,15.0,38.4932,67.2239,86.1134,1.116,1.2,57.0225,57.0,86.64
20160527150000,47.81,72.9721,15.0,15.0,38.7539,68.3225,86.1134,1.116,1.2,57.0225,57.0,86.64
20160527151500,47.81,72.9721,15.0,15.0,38.1148,67.5291,86.1134,1.1,1.2,57.0225,57.0,86.64
20160527153000,47.81,72.9721,15.0,15.0,38.3767,67.5291,86.1134,1.104,1.2,57.0225,57.0,86.64
20160527154500,46.39,72.9721,15.0,15.0,38.2051,67.5291,86.1134,1.108,1.2,57.0225,57.0,86.64
20160527160000,46.39,72.9721,15.0,15.0,37.862,68.5056,86.1134,1.112,1.2,57.0225,57.0,86.64
20160527161500,46.39,72.9721,15.0,15.0,37.9464,69.238,86.1134,1.116,1.2,57.0225,57.0,86.64
20160527163000,46.39,72.9721,15.0,15.0,37.831,69.238,86.1134,1.112,1.2,57.0225,57.0,86.64
20160527164500,46.39,72.9721,15.0,15.0,38.2023,69.238,86.1134,1.116,1.2,57.0225,57.0,87.605
20160527170000,46.39,72.9721,15.0,15.0,37.6003,68.0784,86.1134,1.3448,1.2,57.0225,57.0,86.72
20160527171500,41.365,72.9721,15.0,15.0,37.7369,68.0784,86.1134,1.2967,1.2,57.0225,57.0,81.395
20160527173000,40.45,72.9721,15.0,15.0,37.5624,68.0784,86.1134,1.2927,1.2,57.0225,57.0,80.025
20160527174500,40.45,72.162,15.0,15.0,37.1676,68.0784,86.1134,1.2846,1.2,57.0225,57.0,80.025
20160527180000,40.45,72.162,15.0,15.0,37.1676,68.0784,86.1134,1.2766,1.2,57.0225,57.0,80.025
20160527181500,38.91,72.162,15.0,15.0,37.1676,69.3296,86.1134,1.2846,1.2,57.0225,57.0,80.025
20160527183000,38.91,72.162,15.0,15.0,37.1676,69.3296,85.1953,1.2967,1.2,57.0225,57.0,80.025
20160527184500,38.91,72.162,15.0,15.0,36.8203,70.4282,85.1953,1.2927,1.2,57.0225,57.0,80.025
20160527190000,38.91,72.162,15.0,15.0,36.814,70.4282,85.1953,1.2927,1.2,57.0225,57.0,80.025
20160527191500,38.91,72.162,15.0,15.0,36.7533,68.3225,86.4915,1.2766,1.2,57.0225,57.0,79.175
20160527193000,38.91,72.162,15.0,15.0,36.3895,69.1465,86.4915,1.1883,1.2,57.0225,57.0,79.175
20160527194500,36.795,71.3339,15.0,15.0,36.4369,69.1465,86.4915,1.1802,1.2,57.0225,57.0,79.175
20160527200000,36.795,71.3339,15.0,15.0,36.4369,71.0691,86.4915,1.1441,1.2,57.0225,57.0,79.175
20160527201500,36.795,71.3339,15.0,15.0,36.4369,71.9541,85.1953,1.1441,1.2,57.0225,57.0,79.175
20160527203000,36.795,71.3339,15.0,15.0,36.4369,71.9541,85.1953,1.124,1.2,57.0225,57.0,79.175
20160527204500,36.795,71.3339,15.0,15.0,36.4369,71.9541,85.1953,1.1281,1.2,57.0225,57.0,79.175
20160527210000,36.795,71.3339,15.0,15.0,36.4369,71.9541,85.1953,1.1281,1.2,57.0225,57.0,79.175
20160527211500,36.795,70.5059,15.0,15.0,36.4369,71.9541,85.1953,1.1281,1.2,57.0225,57.0,79.175
20160527213000,32.13,69.4077,15.0,15.0,35.966,71.9541,85.1953,1.124,1.2,57.0225,57.0,79.175
20160527214500,32.13,68.4897,15.0,15.0,34.6641,70.0925,85.1953,1.1401,1.2,57.0225,57.0,79.175
20160527220000,41.565,68.4897,15.0,15.0,33.0048,70.0925,85.1953,1.1481,1.2,56.4104,57.0,79.175
20160527221500,38.43,68.4897,15.0,15.0,32.8507,70.8555,85.1953,1.1843,1.2,56.4104,57.0,79.175
20160527223000,33.655,68.4897,15.0,15.0,32.9343,70.8555,85.1953,1.1923,1.2,57.2745,57.0,79.175
20160527224500,40.36,68.4897,15.0,15.0,32.7992,71.8931,85.1953,1.1923,1.2,56.6625,57.0,79.175
20160527230000,33.435,68.4897,15.0,15.0,32.7992,70.8555,85.1953,1.1883,1.2,56.6625,57.0,79.175
20160527231500,33.435,67.7516,15.0,15.0,32.7317,70.8555,85.1953,1.1963,1.2,56.6625,57.0,79.175
20160527233000,33.435,67.7516,15.0,15.0,32.9802,70.8555,85.1953,1.1963,1.2,56.6625,57.0,79.175
20160527234500,33.435,67.7516,15.0,15.0,33.2983,70.8555,84.2952,1.1762,1.2,56.6625,57.0,79.175
20160528000000,33.435,67.7516,15.0,15.0,33.4353,70.8555,84.2952,1.1762,1.2,56.6625,57.0,79.175
20160528001500,33.435,67.7516,15.0,15.0,33.4353,70.8555,84.2952,1.1802,1.2,56.6625,57.0,79.175
20160528003000,33.435,67.7516,15.0,15.0,33.4353,70.8555,84.2952,1.1802,1.2,56.6625,57.0,79.175
20160528004500,33.435,67.7516,15.0,15.0,33.2983,68.6582,85.5374,1.2846,1.2,56.6625,57.0,79.175
20160528010000,32.23,67.7516,15.0,15.0,33.4803,67.4375,85.5374,1.2846,1.2,56.6625,57.0,79.175
20160528011500,32.23,67.7516,15.0,15.0,33.4803,68.5972,85.5374,1.2927,1.2,56.6625,57.0,79.175
20160528013000,32.23,67.7516,15.0,15.0,33.3422,68.5972,85.5374,1.2806,1.2,56.6625,57.0,79.175
20160528014500,32.23,67.7516,15.0,15.0,33.4803,69.9399,84.5833,1.2284,1.2,56.6625,57.0,79.175
20160528020000,32.23,67.7516,15.0,15.0,33.4803,69.9399,84.5833,1.2164,1.2,56.6625,57.0,79.175
20160528021500,32.23,67.7516,15.0,15.0,33.4803,69.1465,84.5833,1.1562,1.2,56.6625,57.0,79.175
20160528023000,32.23,67.7516,15.0,15.0,33.4803,67.8037,84.5833,1.112,1.2,56.6625,57.0,79.175
20160528024500,38.375,67.7516,15.0,15.0,33.4803,70.062,84.5833,1.104,1.2,56.6625,57.0,79.175
20160528030000,38.375,67.7516,15.0,15.0,33.3422,70.062,84.5833,1.104,1.2,56.6625,57.0,79.175
20160528031500,38.375,67.7516,15.0,15.0,33.3422,68.3225,84.5833,1.12,1.2,56.6625,57.0,79.175
20160528033000,38.375,67.7516,15.0,15.0,33.5233,70.7029,84.5833,1.104,1.2,56.6625,57.0,80.405
20160528034500,38.375,67.7516,15.0,15.0,34.1243,67.5596,84.5833,1.12,1.2,56.6625,57.0,80.405
20160528040000,38.375,67.7516,15.0,15.0,34.0794,69.9705,84.5833,1.116,1.2,56.6625,57.0,80.405
20160528041500,38.375,67.7516,15.0,15.0,34.1489,69.9705,84.5833,1.112,1.2,56.6625,57.0,82.27
20160528043000,38.375,67.7516,15.0,15.0,33.7286,69.2686,84.5833,1.1281,1.2,56.6625,57.0,82.27
20160528044500,34.36,67.7516,15.0,15.0,33.6772,68.3836,84.5833,1.1401,1.2,56.6625,57.0,82.27
